index,Height,Height (m),Weight,BMI
876,140,1.4,91,46.42857143
877,170,1.7,61,21.10726644
878,169,1.69,34,11.90434509
879,142,1.42,51,25.29260067
880,140,1.4,74,37.75510204
881,149,1.49,46,20.7197874
882,180,1.8,68,20.98765432
883,173,1.73,66,22.05219018
884,142,1.42,85,42.15433446
885,157,1.57,82,33.26706966
886,172,1.72,72,24.33747972
887,179,1.79,34,10.61140414
888,174,1.74,36,11.89060642
889,160,1.6,35,13.671875
890,155,1.55,89,37.04474506
891,168,1.68,86,30.47052154
892,141,1.41,26,13.07781299
893,149,1.49,63,28.37710013
894,147,1.47,45,20.82465639
895,161,1.61,90,34.72088268
896,152,1.52,72,31.1634349
897,162,1.62,79,30.10211858
898,173,1.73,68,22.72043837
899,149,1.49,42,18.91806675
900,145,1.45,91,43.28180737
901,177,1.77,32,10.21417856
902,158,1.58,99,39.65710623
903,140,1.4,87,44.3877551
904,173,1.73,62,20.71569381
905,161,1.61,76,29.31985649
906,163,1.63,94,35.3795777
907,162,1.62,74,28.1969212
908,151,1.51,82,35.96333494
909,146,1.46,76,35.65396885
910,165,1.65,83,30.48668503
911,151,1.51,70,30.70040788
912,171,1.71,56,19.15119182
913,167,1.67,55,19.72103697
914,154,1.54,80,33.73250126
915,162,1.62,92,35.05563176
916,158,1.58,97,38.85595257
917,144,1.44,43,20.73688272
918,154,1.54,65,27.40765728
919,170,1.7,76,26.29757785
920,140,1.4,96,48.97959184
921,180,1.8,87,26.85185185
922,170,1.7,46,15.91695502
923,140,1.4,71,36.2244898
924,144,1.44,78,37.61574074
925,156,1.56,34,13.97107166
926,174,1.74,43,14.20266878
927,142,1.42,89,44.13806784
928,161,1.61,43,16.58886617
929,143,1.43,26,12.71455817
930,152,1.52,95,41.11842105
931,178,1.78,61,19.25261962
932,158,1.58,48,19.22768787
933,169,1.69,31,10.8539617
934,170,1.7,93,32.1799308
935,164,1.64,50,18.59012493
936,151,1.51,80,35.08618043
937,164,1.64,57,21.19274242
938,174,1.74,82,27.08415907
939,175,1.75,98,32
940,164,1.64,36,13.38488995
941,155,1.55,68,28.30385016
942,140,1.4,43,21.93877551
943,166,1.66,34,12.33851067
944,144,1.44,40,19.29012346
945,177,1.77,55,17.55561939
946,158,1.58,65,26.03749399
947,152,1.52,65,28.13365651
948,179,1.79,72,22.47120876
949,169,1.69,82,28.71047932
950,142,1.42,59,29.26006745
951,168,1.68,37,13.10941043
952,153,1.53,93,39.72830962
953,169,1.69,83,29.06060712
954,140,1.4,37,18.87755102
955,169,1.69,57,19.95728441
956,172,1.72,43,14.53488372
957,159,1.59,52,20.56880661
958,158,1.58,56,22.43230252
959,150,1.5,29,12.88888889
960,173,1.73,38,12.69671556
961,151,1.51,33,14.47304943
962,156,1.56,74,30.40762656
963,168,1.68,89,31.53344671
964,143,1.43,63,30.80835249
965,170,1.7,81,28.02768166
966,148,1.48,74,33.78378378
967,177,1.77,67,21.38593635
968,177,1.77,66,21.06674327
969,173,1.73,75,25.05930703
970,169,1.69,93,32.56188509
971,179,1.79,81,25.28010986
972,165,1.65,47,17.26354454
973,164,1.64,69,25.6543724
974,154,1.54,63,26.56434475
975,165,1.65,61,22.40587695
976,174,1.74,44,14.5329634
977,170,1.7,41,14.18685121
978,176,1.76,73,23.56663223
979,153,1.53,39,16.66025887
980,145,1.45,31,14.74435196
981,174,1.74,65,21.46915048
982,166,1.66,39,14.15299753
983,143,1.43,66,32.27541689
984,140,1.4,59,30.10204082
985,175,1.75,92,30.04081633
986,157,1.57,66,26.77593411
987,147,1.47,74,34.24499051
988,154,1.54,45,18.97453196
989,158,1.58,43,17.22480372
990,174,1.74,85,28.07504294
991,171,1.71,61,20.86111966
992,146,1.46,98,45.97485457
993,169,1.69,76,26.60971255
994,180,1.8,92,28.39506173
995,167,1.67,73,26.17519452
996,156,1.56,48,19.72386588
997,166,1.66,92,33.38655828
998,172,1.72,75,25.35154137
999,164,1.64,28,10.41046996
1000,172,1.72,97,32.78799351
1001,155,1.55,99,41.20707596
1002,160,1.6,97,37.890625
1003,178,1.78,29,9.152884737
1004,155,1.55,96,39.95837669
1005,155,1.55,60,24.97398543
1006,162,1.62,26,9.907026368
1007,155,1.55,77,32.04994797
1008,162,1.62,82,31.24523701
1009,151,1.51,91,39.91053024
1010,172,1.72,83,28.05570579
1011,147,1.47,26,12.03202369
1012,160,1.6,44,17.1875
1013,151,1.51,37,16.22735845
1014,175,1.75,32,10.44897959
1015,146,1.46,89,41.75267405
1016,177,1.77,93,29.68495643
1017,149,1.49,34,15.31462547
1018,158,1.58,55,22.03172568
1019,156,1.56,62,25.47666009
1020,169,1.69,65,22.75830678
1021,160,1.6,69,26.953125
1022,170,1.7,89,30.79584775
1023,146,1.46,78,36.59223119
1024,153,1.53,36,15.3787005
1025,145,1.45,76,36.14744352
1026,166,1.66,81,29.39468718
1027,143,1.43,54,26.40715927
1028,145,1.45,49,23.30558859
1029,158,1.58,83,33.24787694
1030,150,1.5,77,34.22222222
1031,152,1.52,71,30.73060942
1032,161,1.61,47,18.13201651
1033,172,1.72,78,26.36560303
1034,164,1.64,27,10.03866746
1035,164,1.64,92,34.20582986
1036,160,1.6,27,10.546875
1037,143,1.43,100,48.9021468
1038,170,1.7,73,25.25951557
1039,169,1.69,50,17.50638983
1040,150,1.5,66,29.33333333
1041,176,1.76,46,14.85020661
1042,170,1.7,42,14.53287197
1043,178,1.78,29,9.152884737
1044,141,1.41,95,47.78431668
1045,165,1.65,31,11.3865932
1046,142,1.42,81,40.17060107
1047,153,1.53,51,21.78649237
1048,163,1.63,34,12.79686853
1049,171,1.71,55,18.80920625
1050,159,1.59,39,15.42660496
1051,175,1.75,78,25.46938776
1052,158,1.58,38,15.22191956
1053,151,1.51,59,25.87605807
1054,161,1.61,27,10.4162648
1055,162,1.62,44,16.76573693
1056,175,1.75,40,13.06122449
1057,164,1.64,30,11.15407496
1058,150,1.5,86,38.22222222
1059,166,1.66,57,20.68515024
1060,166,1.66,29,10.52402381
1061,176,1.76,53,17.11002066
1062,167,1.67,80,28.68514468
1063,155,1.55,96,39.95837669
1064,140,1.4,83,42.34693878
1065,171,1.71,53,18.12523512
1066,161,1.61,87,33.56351993
1067,161,1.61,25,9.644689634
1068,180,1.8,89,27.4691358
1069,148,1.48,69,31.50109569
1070,146,1.46,55,25.8022143
1071,159,1.59,38,15.03105099
1072,155,1.55,57,23.72528616
1073,168,1.68,38,13.46371882
1074,153,1.53,36,15.3787005
1075,175,1.75,77,25.14285714
1076,155,1.55,27,11.23829344
1077,177,1.77,37,11.81014396
1078,161,1.61,95,36.64982061
1079,155,1.55,42,17.4817898
1080,160,1.6,49,19.140625
1081,158,1.58,44,17.62538055
1082,147,1.47,94,43.50039335
1083,157,1.57,35,14.199359
1084,141,1.41,41,20.6227051
1085,148,1.48,25,11.41344047
1086,165,1.65,41,15.05968779
1087,169,1.69,67,23.45856238
1088,174,1.74,70,23.1206236
1089,162,1.62,91,34.67459229
1090,177,1.77,35,11.1717578
1091,145,1.45,47,22.35434007
1092,174,1.74,29,9.578544061
1093,144,1.44,87,41.95601852
1094,145,1.45,48,22.82996433
1095,152,1.52,77,33.32756233
1096,156,1.56,58,23.8330046
1097,177,1.77,79,25.21625331
1098,147,1.47,44,20.36188625
1099,154,1.54,42,17.70956316
1100,157,1.57,86,34.88985354
1101,171,1.71,86,29.41075887
1102,146,1.46,64,30.02439482
1103,163,1.63,59,22.20633069
1104,149,1.49,86,38.73699383
1105,140,1.4,80,40.81632653
1106,164,1.64,92,34.20582986
1107,166,1.66,80,29.03178981
1108,174,1.74,95,31.37798917
1109,174,1.74,77,25.43268596
1110,176,1.76,87,28.08626033
1111,161,1.61,44,16.97465376
1112,144,1.44,39,18.80787037
1113,159,1.59,28,11.07551125
1114,142,1.42,49,24.30073398
1115,148,1.48,84,38.34915997
1116,157,1.57,74,30.02150189
1117,178,1.78,99,31.24605479
1118,140,1.4,93,47.44897959
1119,157,1.57,93,37.72972534
1120,148,1.48,31,14.15266618
1121,177,1.77,47,15.00207476
1122,154,1.54,45,18.97453196
1123,174,1.74,75,24.77209671
1124,179,1.79,92,28.7132112
1125,141,1.41,95,47.78431668
1126,170,1.7,100,34.60207612
1127,158,1.58,90,36.05191476
1128,166,1.66,93,33.74945565
1129,150,1.5,76,33.77777778
1130,141,1.41,55,27.6646044
1131,161,1.61,61,23.53304271
1132,169,1.69,90,31.5115017
1133,169,1.69,84,29.41073492
1134,168,1.68,55,19.48696145
1135,166,1.66,84,30.4833793
1136,147,1.47,28,12.95756398
1137,170,1.7,35,12.11072664
1138,163,1.63,99,37.26147013
1139,145,1.45,69,32.81807372
1140,176,1.76,93,30.0232438
1141,164,1.64,33,12.26948245
1142,169,1.69,51,17.85651763
1143,161,1.61,74,28.54828132
1144,161,1.61,43,16.58886617
1145,147,1.47,63,29.15451895
1146,172,1.72,73,24.67550027
1147,149,1.49,39,17.56677627
1148,150,1.5,49,21.77777778
1149,157,1.57,90,36.51263743
1150,162,1.62,58,22.10028959
1151,179,1.79,37,11.5477045
1152,156,1.56,95,39.03681788
1153,173,1.73,32,10.691971
1154,178,1.78,88,27.77427093
1155,170,1.7,34,11.76470588
1156,150,1.5,66,29.33333333
1157,153,1.53,62,26.48553975
1158,160,1.6,46,17.96875
1159,153,1.53,53,22.64086462
1160,175,1.75,42,13.71428571
1161,152,1.52,100,43.28254848
1162,147,1.47,78,36.09607108
1163,162,1.62,65,24.76756592
1164,141,1.41,78,39.23343896
1165,176,1.76,95,30.66890496
1166,155,1.55,34,14.15192508
1167,147,1.47,77,35.63330094
1168,169,1.69,73,25.55932916
1169,170,1.7,88,30.44982699
1170,167,1.67,35,12.5497508
1171,174,1.74,35,11.5603118
1172,165,1.65,38,13.95775941
1173,175,1.75,98,32
1174,180,1.8,29,8.950617284
1175,161,1.61,32,12.34520273
1176,140,1.4,28,14.28571429
1177,172,1.72,66,22.30935641
1178,159,1.59,31,12.26217317
1179,152,1.52,98,42.41689751
1180,146,1.46,52,24.39482079
1181,140,1.4,63,32.14285714
1182,142,1.42,78,38.68280103
1183,160,1.6,36,14.0625
1184,162,1.62,35,13.33638165
1185,175,1.75,83,27.10204082
1186,150,1.5,75,33.33333333
1187,159,1.59,84,33.22653376
1188,172,1.72,90,30.42184965
1189,171,1.71,26,8.891624773
1190,170,1.7,29,10.03460208
1191,144,1.44,53,25.55941358
1192,155,1.55,94,39.12591051
1193,150,1.5,53,23.55555556
1194,153,1.53,44,18.7961895
1195,148,1.48,41,18.71804237
1196,163,1.63,46,17.31341037
1197,150,1.5,82,36.44444444
1198,155,1.55,44,18.31425598
1199,150,1.5,33,14.66666667
1200,153,1.53,91,38.87393737
1201,180,1.8,86,26.54320988
1202,176,1.76,70,22.5981405
1203,143,1.43,50,24.4510734
1204,177,1.77,41,13.08691628
1205,179,1.79,39,12.17190475
1206,178,1.78,74,23.35563691
1207,161,1.61,57,21.98989237
1208,162,1.62,98,37.34186862
1209,175,1.75,33,10.7755102
1210,163,1.63,73,27.47562949
1211,142,1.42,27,13.39020036
1212,165,1.65,78,28.65013774
1213,165,1.65,35,12.85583104
1214,160,1.6,67,26.171875
1215,172,1.72,79,26.70362358
1216,160,1.6,94,36.71875
1217,150,1.5,31,13.77777778
1218,143,1.43,40,19.56085872
1219,169,1.69,65,22.75830678
1220,149,1.49,38,17.11634611
1221,160,1.6,51,19.921875
1222,140,1.4,37,18.87755102
1223,179,1.79,68,21.22280828
1224,146,1.46,99,46.44398574
1225,177,1.77,68,21.70512943
1226,142,1.42,44,21.82106725
1227,147,1.47,55,25.45235781
1228,163,1.63,98,36.88509165
1229,179,1.79,73,22.78330889
1230,150,1.5,31,13.77777778
1231,170,1.7,95,32.87197232
1232,142,1.42,42,20.82920056
1233,140,1.4,39,19.89795918
1234,161,1.61,90,34.72088268
1235,146,1.46,41,19.23437793
1236,155,1.55,84,34.9635796
1237,163,1.63,26,9.785840641
1238,144,1.44,50,24.11265432
1239,164,1.64,56,20.82093992
1240,175,1.75,63,20.57142857
1241,153,1.53,32,13.669956
1242,163,1.63,32,12.04411156
1243,148,1.48,93,42.45799854
1244,160,1.6,48,18.75
1245,174,1.74,31,10.23913331
1246,169,1.69,79,27.66009594
1247,164,1.64,72,26.76977989
1248,144,1.44,38,18.32561728
1249,147,1.47,68,31.46836966
1250,174,1.74,83,27.41445369
1251,159,1.59,79,31.24876389
1252,156,1.56,48,19.72386588
1253,178,1.78,50,15.78083575
1254,153,1.53,94,40.15549575
1255,149,1.49,77,34.68312238
1256,173,1.73,59,19.71332153
1257,176,1.76,41,13.23605372
1258,177,1.77,88,28.08899103
1259,158,1.58,27,10.81557443
1260,144,1.44,83,40.02700617
1261,158,1.58,81,32.44672328
1262,144,1.44,93,44.84953704
1263,172,1.72,73,24.67550027
1264,161,1.61,86,33.17773234
1265,141,1.41,65,32.69453247
1266,170,1.7,55,19.03114187
1267,156,1.56,41,16.84746877
1268,152,1.52,56,24.23822715
1269,178,1.78,36,11.36220174
1270,151,1.51,84,36.84048945
1271,146,1.46,54,25.33308313
1272,145,1.45,52,24.73246136
1273,173,1.73,78,26.06167931
1274,159,1.59,97,38.36873541
1275,144,1.44,34,16.39660494
1276,153,1.53,58,24.77679525
1277,177,1.77,81,25.85463947
1278,170,1.7,72,24.91349481
1279,160,1.6,96,37.5
1280,161,1.61,48,18.5178041
1281,155,1.55,95,39.5421436
1282,143,1.43,64,31.29737395
1283,164,1.64,37,13.75669244
1284,171,1.71,84,28.72678773
1285,158,1.58,73,29.24210864
1286,177,1.77,55,17.55561939
1287,143,1.43,32,15.64868698
1288,140,1.4,69,35.20408163
1289,159,1.59,47,18.59103675
1290,168,1.68,28,9.920634921
1291,171,1.71,94,32.14664341
1292,143,1.43,77,37.65465304
1293,178,1.78,48,15.14960232
1294,158,1.58,87,34.85018427
1295,149,1.49,53,23.87279852
1296,146,1.46,99,46.44398574
1297,148,1.48,59,26.9357195
1298,149,1.49,76,34.23269222
1299,141,1.41,73,36.71847493
1300,142,1.42,77,38.18686768
1301,178,1.78,100,31.56167151
1302,158,1.58,83,33.24787694
1303,157,1.57,98,39.7582052
1304,159,1.59,52,20.56880661
1305,146,1.46,83,38.93788703
1306,168,1.68,32,11.33786848
1307,166,1.66,38,13.79010016
1308,161,1.61,38,14.65992824
1309,150,1.5,50,22.22222222
1310,170,1.7,93,32.1799308
1311,156,1.56,50,20.54569362
1312,170,1.7,38,13.14878893
1313,160,1.6,94,36.71875
1314,151,1.51,26,11.40300864
1315,140,1.4,45,22.95918367
1316,166,1.66,97,35.20104514
1317,142,1.42,54,26.78040071
1318,149,1.49,66,29.72839061
1319,155,1.55,45,18.73048907
1320,171,1.71,35,11.96949489
1321,140,1.4,51,26.02040816
1322,156,1.56,33,13.56015779
1323,151,1.51,44,19.29739924
1324,167,1.67,26,9.322672021
1325,159,1.59,91,35.99541157
1326,180,1.8,54,16.66666667
1327,171,1.71,60,20.51913409
1328,151,1.51,42,18.42024473
1329,146,1.46,40,18.76524676
1330,165,1.65,87,31.95592287
1331,148,1.48,52,23.73995617
1332,146,1.46,47,22.04916495
1333,171,1.71,58,19.83516296
1334,153,1.53,74,31.61177325
1335,156,1.56,58,23.8330046
1336,158,1.58,34,13.61961224
1337,142,1.42,30,14.8780004
1338,161,1.61,27,10.4162648
1339,162,1.62,49,18.67093431
1340,164,1.64,70,26.0261749
1341,164,1.64,31,11.52587745
1342,172,1.72,86,29.06976744
1343,173,1.73,95,31.7417889
1344,150,1.5,97,43.11111111
1345,174,1.74,44,14.5329634
1346,160,1.6,78,30.46875
1347,150,1.5,60,26.66666667
1348,141,1.41,67,33.70051808
1349,155,1.55,81,33.71488033
1350,141,1.41,33,16.59876264
1351,168,1.68,71,25.15589569
1352,164,1.64,35,13.01308745
1353,165,1.65,87,31.95592287
1354,152,1.52,87,37.65581717
1355,159,1.59,30,11.8666192
1356,162,1.62,57,21.71925011
1357,179,1.79,64,19.97440779
1358,163,1.63,88,33.12130679
1359,161,1.61,69,26.61934339
1360,163,1.63,89,33.49768527
1361,179,1.79,50,15.60500609
1362,163,1.63,52,19.57168128
1363,152,1.52,62,26.83518006
1364,164,1.64,57,21.19274242
1365,142,1.42,59,29.26006745
1366,141,1.41,69,34.7065037
1367,155,1.55,53,22.0603538
1368,168,1.68,35,12.40079365
1369,148,1.48,75,34.2403214
1370,145,1.45,84,39.95243757
1371,150,1.5,92,40.88888889
1372,151,1.51,55,24.12174905
1373,166,1.66,79,28.66889244
1374,149,1.49,36,16.21548579
1375,148,1.48,50,22.82688093
1376,162,1.62,92,35.05563176
1377,159,1.59,25,9.888849333
1378,141,1.41,64,32.19153966
1379,149,1.49,35,15.76505563
1380,177,1.77,96,30.64253567
1381,155,1.55,100,41.62330905
1382,149,1.49,58,26.12494933
1383,176,1.76,67,21.62964876
1384,173,1.73,25,8.353102342
1385,170,1.7,74,25.60553633
1386,143,1.43,51,24.94009487
1387,180,1.8,85,26.2345679
1388,178,1.78,42,13.25590203
1389,156,1.56,32,13.14924392
1390,166,1.66,30,10.88692118
1391,169,1.69,84,29.41073492
1392,170,1.7,45,15.57093426
1393,157,1.57,85,34.48415757
1394,150,1.5,41,18.22222222
1395,163,1.63,68,25.59373706
1396,155,1.55,93,38.70967742
1397,152,1.52,89,38.52146814
1398,148,1.48,70,31.95763331
1399,177,1.77,72,22.98190175
1400,176,1.76,50,16.14152893
1401,146,1.46,88,41.28354288
1402,171,1.71,98,33.51458568
1403,161,1.61,51,19.67516685
1404,167,1.67,78,27.96801606
1405,145,1.45,77,36.62306778
1406,173,1.73,79,26.3958034
1407,152,1.52,100,43.28254848
1408,140,1.4,96,48.97959184
1409,154,1.54,31,13.07134424
1410,174,1.74,93,30.71739992
1411,169,1.69,51,17.85651763
1412,177,1.77,40,12.7677232
1413,172,1.72,34,11.49269876
1414,175,1.75,87,28.40816327
1415,171,1.71,72,24.62296091
1416,168,1.68,94,33.30498866
1417,151,1.51,59,25.87605807
1418,157,1.57,76,30.83289383
1419,169,1.69,55,19.25702882
1420,172,1.72,91,30.7598702
1421,143,1.43,91,44.50095359
1422,175,1.75,64,20.89795918
1423,170,1.7,59,20.41522491
1424,172,1.72,90,30.42184965
1425,170,1.7,28,9.688581315
1426,142,1.42,84,41.65840111
1427,159,1.59,31,12.26217317
1428,151,1.51,63,27.63036709
1429,179,1.79,60,18.7260073
1430,157,1.57,97,39.35250923
1431,161,1.61,35,13.50256549
1432,150,1.5,86,38.22222222
1433,173,1.73,60,20.04744562
1434,180,1.8,27,8.333333333
1435,169,1.69,62,21.70792339
1436,180,1.8,29,8.950617284
1437,179,1.79,91,28.40111108
1438,175,1.75,28,9.142857143
1439,171,1.71,79,27.01685989
1440,150,1.5,44,19.55555556
1441,158,1.58,87,34.85018427
1442,155,1.55,58,24.14151925
1443,155,1.55,34,14.15192508
1444,162,1.62,70,26.6727633
1445,156,1.56,83,34.10585141
1446,150,1.5,62,27.55555556
1447,170,1.7,76,26.29757785
1448,173,1.73,93,31.07354071
1449,169,1.69,55,19.25702882
1450,179,1.79,32,9.987203895
1451,166,1.66,55,19.95935549
1452,174,1.74,46,15.19355265
1453,156,1.56,85,34.92767916
1454,148,1.48,26,11.86997809
1455,143,1.43,93,45.47899653
1456,179,1.79,47,14.66870572
1457,173,1.73,48,16.0379565
1458,159,1.59,60,23.7332384
1459,179,1.79,98,30.58581193
1460,151,1.51,56,24.5603263
1461,148,1.48,26,11.86997809
1462,140,1.4,96,48.97959184
1463,143,1.43,52,25.42911634
1464,148,1.48,89,40.63184806
1465,180,1.8,70,21.60493827
1466,142,1.42,60,29.75600079
1467,154,1.54,68,28.67262608
1468,163,1.63,63,23.71184463
1469,154,1.54,90,37.94906392
1470,174,1.74,71,23.45091822
1471,173,1.73,29,9.689598717
1472,178,1.78,78,24.61810377
1473,147,1.47,59,27.30343838
1474,152,1.52,88,38.08864266
1475,143,1.43,64,31.29737395
1476,169,1.69,40,14.00511187
1477,152,1.52,34,14.71606648
1478,142,1.42,61,30.25193414
1479,172,1.72,76,25.68956193
1480,171,1.71,95,32.48862898
1481,144,1.44,33,15.91435185
1482,180,1.8,26,8.024691358
1483,163,1.63,97,36.50871316
1484,173,1.73,26,8.687226436
1485,176,1.76,42,13.5588843
1486,156,1.56,62,25.47666009
1487,141,1.41,97,48.7903023
1488,141,1.41,61,30.68256124
1489,157,1.57,96,38.94681326
1490,173,1.73,32,10.691971
1491,150,1.5,62,27.55555556
1492,173,1.73,32,10.691971
1493,147,1.47,51,23.60127725
1494,159,1.59,89,35.20430363
1495,157,1.57,69,27.99302203
1496,177,1.77,65,20.74755019
1497,146,1.46,95,44.56746106
1498,159,1.59,53,20.96436059
1499,153,1.53,84,35.8836345
1500,168,1.68,26,9.212018141
1501,149,1.49,54,24.32322868
1502,140,1.4,51,26.02040816
1503,154,1.54,32,13.49300051
1504,171,1.71,95,32.48862898
1505,145,1.45,38,18.07372176
1506,174,1.74,91,30.05681068
1507,140,1.4,53,27.04081633
1508,179,1.79,85,26.52851035
1509,152,1.52,74,32.02908587
1510,180,1.8,44,13.58024691
1511,161,1.61,57,21.98989237
1512,176,1.76,72,23.24380165
1513,151,1.51,73,32.01613964
1514,151,1.51,91,39.91053024
1515,172,1.72,99,33.46403461
1516,178,1.78,54,17.04330261
1517,167,1.67,49,17.56965112
1518,175,1.75,39,12.73469388
1519,161,1.61,38,14.65992824
1520,154,1.54,42,17.70956316
1521,172,1.72,55,18.59113034
1522,159,1.59,80,31.64431787
1523,178,1.78,40,12.6246686
1524,174,1.74,41,13.54207953
1525,168,1.68,68,24.09297052
1526,169,1.69,39,13.65498407
1527,160,1.6,42,16.40625
1528,145,1.45,57,27.11058264
1529,147,1.47,66,30.54282938
1530,153,1.53,88,37.592379
1531,152,1.52,32,13.85041551
1532,146,1.46,48,22.51829612
1533,160,1.6,78,30.46875
1534,159,1.59,81,32.03987184
1535,167,1.67,67,24.02380867
1536,177,1.77,68,21.70512943
1537,174,1.74,41,13.54207953
1538,148,1.48,34,15.52227904
1539,175,1.75,65,21.2244898
1540,177,1.77,61,19.47077787
1541,176,1.76,37,11.9447314
1542,146,1.46,56,26.27134547
1543,147,1.47,39,18.04803554
1544,155,1.55,82,34.13111342
1545,143,1.43,95,46.45703946
1546,147,1.47,91,42.11208293
1547,157,1.57,28,11.3594872
1548,159,1.59,83,32.83097979
1549,150,1.5,95,42.22222222
1550,161,1.61,95,36.64982061
1551,180,1.8,53,16.35802469
1552,168,1.68,34,12.04648526
1553,177,1.77,77,24.57786715
1554,162,1.62,72,27.43484225
1555,140,1.4,72,36.73469388
